sno,sna,sarea,ar,latitude,longitude,Quantity,available_rent_bikes,available_return_bikes,act,mday
500107164,YouBike2.0_捷運雙連站(1號出口),中山區,民生西路60號前,25.05767,121.52097,17,1,16,1,2026-09-25 21:42:02
500107165,YouBike2.0_吉林南京路口(西北側),中山區,南京東路二段53號旁,25.05234,121.53003,22,7,13,1,2026-09-25 21:42:02
500107166,YouBike2.0_龍江路345巷,中山區,龍江路345巷4號對側,25.06339,121.54116,23,9,13,1,2026-09-25 21:42:02
500107167,YouBike2.0_捷運劍南路站(3號出口),中山區,北安路與敬業三路口東北側,25.08444,121.55657,46,26,20,1,2026-09-25 21:42:02
500107168,YouBike2.0_一江南京東路口(西南側),中山區,南京東路二段96號旁,25.05181,121.53146,22,8,14,1,2026-09-25 21:42:02
500107169,YouBike2.0_大直抽水站公車站,中山區,明水路/北安路458巷47弄,25.07756,121.54556,27,12,15,1,2026-09-25 21:42:02
500107170,YouBike2.0_民權東路三段39巷口,中山區,復興北路514巷36號旁,25.06596,121.54259,25,9,14,1,2026-09-25 21:42:02
500107171,YouBike2.0_臺北市立中山女高,中山區,長安東路二段/長安東路二段153巷,25.04841,121.53889,33,6,27,1,2026-09-25 21:42:02
500107172,YouBike2.0_朱昌公園,中山區,合江街27號對側,25.0554,121.53908,25,2,22,1,2026-09-25 21:42:02
500107173,YouBike2.0_林森公園東北側,中山區,新生北路二段28巷3號對側,25.05381,121.52674,18,10,8,1,2026-09-25 21:42:02
500107174,YouBike2.0_康樂公園西北側,中山區,中山北路二段39巷20號,25.05377,121.52456,18,13,5,1,2026-09-25 21:42:02
500107175,YouBike2.0_中山北德惠街口,中山區,中山北路三段47號,25.06671,121.52257,20,7,11,1,2026-09-25 21:42:02
500107176,YouBike2.0_晴光公園,中山區,雙城街13巷3號對側,25.06411,121.52446,20,9,11,1,2026-09-25 21:42:02
500107177,YouBike2.0_松江路25巷口,中山區,松江路9號前,25.04628,121.53304,42,5,37,1,2026-09-25 21:42:02
500107178,YouBike2.0_民生東合江街口,中山區,民生東路三段30號,25.05777,121.53951,20,14,6,1,2026-09-25 21:42:02
500107179,YouBike2.0_飛航服務總臺,中山區,濱江街357號,25.07241,121.55117,23,10,13,1,2026-09-25 21:42:02
500107180,YouBike2.0_內湖堤頂大道(西南側),中山區,堤頂大道二段586號前,25.08462,121.56016,24,7,17,1,2026-09-25 21:42:02
500107181,YouBike2.0_大直派出所,中山區,北安路458巷,25.07913,121.54422,30,3,26,1,2026-09-25 21:42:02
500107182,YouBike2.0_遼寧民生路口,中山區,民生東路三段與遼寧街口西南側,25.057666880504,121.541996809041,17,10,7,1,2026-09-25 21:42:02
500107183,YouBike2.0_松江路184巷口,中山區,松江路182號,25.05623,121.53296,21,7,14,1,2026-09-25 21:42:02
500107184,YouBike2.0_民權東路三段60巷,中山區,民權東路三段60巷26號,25.06058,121.54236,18,17,0,1,2026-09-25 21:42:02
500107185,YouBike2.0_長春路258巷2弄(北側),中山區,長春路201號,25.05474,121.5383,19,1,18,1,2026-09-25 21:42:02
500107186,YouBike2.0_中山北路二段96巷口,中山區,中山北路二段96號旁,25.0598,121.52253,18,6,12,1,2026-09-25 21:42:02
500107187,YouBike2.0_吉林路236巷口,中山區,吉林路171號,25.05931,121.53025,21,16,1,1,2026-09-25 21:42:02
500107188,YouBike2.0_上塔悠公園(明水路),中山區,明水路480號,25.07767,121.55205,30,17,12,1,2026-09-25 21:42:02
500107189,YouBike2.0_中山民生東路口(東南側),中山區,中山北路二段77-4號,25.05778,121.52299,21,3,18,1,2026-09-25 21:42:02
500107190,YouBike2.0_中山北路二段26巷,中山區,中山北路二段26巷32號(旁),25.05392,121.52066,51,6,44,1,2026-09-25 21:42:02
500107191,YouBike2.0_八德路二段210巷口,中山區,市民大道三段143號對側,25.04478,121.53958,21,12,9,1,2026-09-25 21:42:02
500107192,YouBike2.0_長安林森路口公車站,中山區,長安東路一段26號,25.04882,121.52589,20,9,10,1,2026-09-25 21:42:02
500107193,YouBike2.0_市民大道二段67巷口,中山區,市民大道二段65號旁,25.04652,121.5296,30,23,6,1,2026-09-25 21:42:02
500107194,YouBike2.0_德惠雙城街口(西側),中山區,德惠街16號前,25.0667,121.5242,18,9,9,1,2026-09-25 21:42:02
500107195,YouBike2.0_北安路608巷明水路口,中山區,北安路608巷/明水路(西北側),25.08194,121.55124,18,6,12,1,2026-09-25 21:42:02
500107196,YouBike2.0_新生林森北路485巷口,中山區,新生北路二段/林森北路485巷(東側),25.06114,121.52745,35,11,24,1,2026-09-25 21:42:02
500107197,YouBike2.0_新壽公園,中山區,新生北路三段3巷與吉林路口,25.06313,121.53015,16,4,11,1,2026-09-25 21:42:02
500107198,YouBike2.0_復興北路430巷,中山區,復興北路430巷/民權東路三段75巷,25.06341,121.54353,37,20,13,1,2026-09-25 21:42:02
500107199,YouBike2.0_林森錦州街口,中山區,林森北路438號(前),25.06051,121.52566,21,15,5,1,2026-09-25 21:42:02
500107200,YouBike2.0_臺北市立美術館(中山北路三段),中山區,中山北路三段181號(前),25.07177,121.52395,20,8,12,1,2026-09-25 21:42:02
500107201,YouBike2.0_臺北市立美術館(新生北路三段),中山區,臺北市立美術館北側,25.07255,121.52529,24,23,0,1,2026-09-25 21:42:02
500107202,YouBike2.0_南京新生路口(北側),中山區,南京東路一段/新生北路一段(橋墩下方),25.0522,121.52768,24,0,0,0,2026-09-25 21:42:02
500107203,YouBike2.0_永安國小(北安路554巷),中山區,北安路554巷39號對面,25.08002,121.54983,17,4,13,1,2026-09-25 21:42:02
500107204,YouBike2.0_敬業一路36巷口,中山區,敬業二路55號對面,25.08131,121.55443,27,10,15,1,2026-09-25 21:42:02
500107205,YouBike2.0_經濟部能源署,中山區,復興北路2號,25.04792,121.54379,18,8,10,1,2026-09-25 21:42:02
500107206,YouBike2.0_松江路372巷口,中山區,松江路374號(對面),25.06304,121.53289,15,4,11,1,2026-09-25 21:42:02
500107207,YouBike2.0_龍江平面停車場,中山區,遼寧街201巷2號(對面),25.05409,121.54205,17,0,17,1,2026-09-25 21:42:02
500107208,YouBike2.0_松江民族路口(西南側),中山區,松江路550號(前),25.06743,121.53309,16,4,11,1,2026-09-25 21:42:02
500107209,YouBike2.0_忠烈祠,中山區,北安路139號,25.0782,121.53237,30,5,24,1,2026-09-25 21:42:02
500107210,YouBike2.0_圓山派出所,中山區,中山北路三段62號(前),25.0731,121.52391,30,6,24,1,2026-09-25 21:42:02
500108001,YouBike2.0_文湖街21巷118弄口,內湖區,文湖街21巷118弄6-10號(前),25.09122,121.55961,28,14,13,1,2026-09-25 21:42:02
500108002,YouBike2.0_北勢湖環保公園,內湖區,內湖路一段66-72號前方公園,25.08378,121.56208,27,2,25,1,2026-09-25 21:42:02
500108003,YouBike2.0_洲子一號公園,內湖區,基湖路37號西側,25.07977,121.56454,43,4,38,1,2026-09-25 21:42:02
500108004,YouBike2.0_西康公園,內湖區,內湖路一段225巷口,25.08284,121.56449,21,5,14,1,2026-09-25 21:42:02
500108005,YouBike2.0_文湖國小,內湖區,文湖街21巷口北側,25.08637,121.56088,43,19,23,1,2026-09-25 21:42:02
500108006,YouBike2.0_文湖街81巷10號西側,內湖區,文湖街81巷10號西側,25.08697,121.5641,23,14,9,1,2026-09-25 21:42:02
500108007,YouBike2.0_德明財經科技大學,內湖區,環山路一段56號南側,25.08637,121.56574,36,9,25,1,2026-09-25 21:42:02
500108008,YouBike2.0_麗山國小,內湖區,內湖路一段411巷19弄9號對側,25.0826,121.57158,76,30,45,1,2026-09-25 21:42:02
500108009,YouBike2.0_麗山高中,內湖區,環山路二段141號北側,25.08398,121.57725,57,5,51,1,2026-09-25 21:42:02
500108010,YouBike2.0_港華五號公園,內湖區,環山路二段81號西北側,25.08522,121.57462,16,7,9,1,2026-09-25 21:42:02
500108011,YouBike2.0_大湖國小,內湖區,大湖山莊街/大湖山莊街176巷(東南側),25.08803,121.59958,29,10,18,1,2026-09-25 21:42:02
500108012,YouBike2.0_安湖三號公園,內湖區,東湖路113巷49弄3號北側,25.07021,121.61593,16,8,8,1,2026-09-25 21:42:02
500108013,YouBike2.0_東湖路113巷95弄,內湖區,東湖路113巷95弄22號(對面),25.072153981463,121.615050088067,17,6,9,1,2026-09-25 21:42:02
500108014,YouBike2.0_瑞光計程車服務站,內湖區,港墘路221巷2號,25.0745,121.57389,20,7,13,1,2026-09-25 21:42:02
500108015,YouBike2.0_文德三號公園(江南街71巷16弄),內湖區,瑞光路271號東南側,25.07524,121.5772,15,1,14,1,2026-09-25 21:42:02
500108016,YouBike2.0_捷運大湖公園站(2號出口),內湖區,成功路五段5號東側,25.08395,121.60185,46,8,37,1,2026-09-25 21:42:02
500108018,YouBike2.0_康寧星雲街口,內湖區,康寧路一段116號,25.07958,121.59336,19,9,10,1,2026-09-25 21:42:02
500108019,YouBike2.0_星雲街47號,內湖區,星雲街47號南側,25.07864,121.59177,22,12,8,1,2026-09-25 21:42:02
500108020,YouBike2.0_捷運西湖站(1號出口),內湖區,環山路一段9巷9號對側,25.08301,121.56638,25,13,11,1,2026-09-25 21:42:02
500108021,YouBike2.0_捷運西湖站(2號出口),內湖區,內湖路一段250號前,25.08205,121.56716,24,16,6,1,2026-09-25 21:42:02
500108022,YouBike2.0_瑞光路583巷口,內湖區,瑞光路583巷/瑞光路,25.07999,121.56779,20,8,12,1,2026-09-25 21:42:02
500108023,YouBike2.0_港都公園,內湖區,港華街57號(對面),25.08296,121.5752,15,9,2,1,2026-09-25 21:42:02
500108024,YouBike2.0_環山路二段26巷口,內湖區,環山路二段/環山路二段26巷(西南側),25.08598,121.572,22,10,10,1,2026-09-25 21:42:02
500108025,YouBike2.0_成功金龍路口,內湖區,成功路四段188號,25.08436,121.59478,36,12,23,1,2026-09-25 21:42:02
500108026,YouBike2.0_碧山公園,內湖區,內湖路三段60巷28號東側,25.0878,121.59227,31,9,22,1,2026-09-25 21:42:02
500108027,YouBike2.0_金瑞公園,內湖區,金龍路203-8號北側,25.08785,121.5879,45,19,25,1,2026-09-25 21:42:02
500108028,YouBike2.0_捷運文德站(2號出口),內湖區,文德路212號旁,25.07842,121.58464,49,3,46,1,2026-09-25 21:42:02
500108029,YouBike2.0_陽光公園,內湖區,陽光街與文德路220巷口西側,25.07695,121.58764,21,10,11,1,2026-09-25 21:42:02
500108030,YouBike2.0_文德二號公園(南側),內湖區,陽光街與陽光街68巷102弄口,25.07504,121.58375,13,10,3,1,2026-09-25 21:42:02
500108031,YouBike2.0_文德二號公園(北側),內湖區,文德路210巷12號對側,25.07758,121.58381,15,5,10,1,2026-09-25 21:42:02
500108032,YouBike2.0_瑞陽公園,內湖區,文德路22巷6號(對面),25.07777,121.57961,12,4,7,1,2026-09-25 21:42:02
500108033,YouBike2.0_湖光國宅,內湖區,文德路22巷與文德路22巷74弄口,25.07538,121.58079,45,11,34,1,2026-09-25 21:42:02
500108034,YouBike2.0_潭美街213號,內湖區,潭美街213號南側,25.05575,121.58486,12,0,0,0,2026-09-25 21:42:02
500108035,YouBike2.0_南京東路六段180號,內湖區,南京東路六段180號北側,25.0559,121.57991,19,10,9,1,2026-09-25 21:42:02
500108036,YouBike2.0_潭美國小(南京舊宗路口),內湖區,行善路179號南側,25.05768,121.58159,29,11,17,1,2026-09-25 21:42:02
500108037,YouBike2.0_新明路343號,內湖區,新明路341號北側,25.05653,121.58345,10,0,10,1,2026-09-25 21:42:02
500108038,YouBike2.0_成美長壽橋(潭美街),內湖區,潭美街139號對側,25.0539,121.58084,22,6,13,1,2026-09-25 21:42:02
500108039,YouBike2.0_內湖行政中心,內湖區,民權東路六段99號(前),25.06915,121.58898,25,5,20,1,2026-09-25 21:42:02
500108040,YouBike2.0_樂康公園,內湖區,康樂街61巷73弄22-1號南側,25.07007,121.62055,20,6,13,1,2026-09-25 21:42:02
500108041,YouBike2.0_安康路32巷24弄,內湖區,安康路32巷24弄22號,25.06181,121.59447,21,10,11,1,2026-09-25 21:42:02
500108043,YouBike2.0_明美公園,內湖區,石潭路27號南側,25.06256,121.58607,47,3,44,1,2026-09-25 21:42:02
500108044,YouBike2.0_南京東路六段368巷,內湖區,南京東路六段382號西南側,25.05827,121.58707,73,6,67,1,2026-09-25 21:42:02
500108045,YouBike2.0_新明成功路口,內湖區,新明路22號,25.06058,121.5911,38,6,30,1,2026-09-25 21:42:02
500108046,YouBike2.0_民權瑞光路口,內湖區,民權東路六段50號,25.06835,121.58323,57,42,8,1,2026-09-25 21:42:02
500108047,YouBike2.0_瑞光公共住宅(瑞光路),內湖區,瑞光路160號,25.07335,121.57951,16,4,12,1,2026-09-25 21:42:02
500108048,YouBike2.0_民權東路六段15巷,內湖區,民權東路六段15巷29號,25.06853,121.57813,42,10,31,1,2026-09-25 21:42:02
500108049,YouBike2.0_扶輪親恩公園,內湖區,民權東路六段30號,25.06709,121.58002,57,20,37,1,2026-09-25 21:42:02
500108050,YouBike2.0_新湖三民善街口,內湖區,新湖三路36號,25.06286,121.57497,15,4,11,1,2026-09-25 21:42:02
500108051,YouBike2.0_內湖119號綠地,內湖區,南京東路六段125號南側,25.05594,121.57865,41,3,38,1,2026-09-25 21:42:02
500108052,YouBike2.0_行善公園,內湖區,潭美街27號西側,25.05301,121.57592,25,22,1,1,2026-09-25 21:42:02
500108054,YouBike2.0_三軍總醫院,內湖區,成功路二段424號(對面),25.07151,121.58991,50,8,41,1,2026-09-25 21:42:02
500108055,YouBike2.0_福華商場,內湖區,民權東路六段/民權東路六段180巷(西南側),25.06877,121.59265,40,12,28,1,2026-09-25 21:42:02
500108056,YouBike2.0_臺北市網球中心,內湖區,民權東路六段208號(前),25.0674,121.59749,34,6,28,1,2026-09-25 21:42:02
500108057,YouBike2.0_捷運葫洲站(1號出口),內湖區,康寧路三段39號(對面),25.07249,121.60796,37,22,15,1,2026-09-25 21:42:02
500108058,YouBike2.0_麗湖國小,內湖區,金湖路363巷11號(對面),25.07332,121.60223,27,14,12,1,2026-09-25 21:42:02
500108059,YouBike2.0_金湖路347巷125弄口,內湖區,金湖路347巷125弄1號(對面),25.0733,121.59834,25,8,15,1,2026-09-25 21:42:02
500108060,YouBike2.0_碧湖公園,內湖區,內湖路二段/內湖路二段103巷口(東北側),25.07988,121.58287,25,7,18,1,2026-09-25 21:42:02
500108061,YouBike2.0_碧湖公園(內湖路二段103巷),內湖區,內湖路二段103巷76號(對面),25.08317,121.58109,19,10,6,1,2026-09-25 21:42:02
500108062,YouBike2.0_貿七社區,內湖區,內湖路二段179巷48弄17號(旁),25.08357,121.58534,17,6,11,1,2026-09-25 21:42:02
500108063,YouBike2.0_內湖區農會,內湖區,內湖路二段334號(前),25.08165,121.58891,12,4,8,1,2026-09-25 21:42:02
500108064,YouBike2.0_捷運內湖站(2號出口),內湖區,成功路四段167巷6弄2號(旁),25.0835,121.59454,10,0,10,1,2026-09-25 21:42:16
500108065,YouBike2.0_康寧金湖路口,內湖區,康寧路一段273號(對面),25.07896,121.59921,21,9,11,1,2026-09-25 21:42:02
500108066,YouBike2.0_康寧路一段156巷20弄口,內湖區,康寧路一段156巷/康寧路一段156巷20弄(西側),25.07792,121.59354,20,7,12,1,2026-09-25 21:42:02
500108067,YouBike2.0_安康公園,內湖區,五分街14巷31號(對面),25.06657,121.6136,25,20,5,1,2026-09-25 21:42:02
500108068,YouBike2.0_安泰街83巷,內湖區,安泰街83巷3號(對面),25.07669,121.61709,34,17,14,1,2026-09-25 21:42:02
500108069,YouBike2.0_內溝溪生態展示館,內湖區,康樂街236-3號(前),25.08722,121.62306,16,5,10,1,2026-09-25 21:42:02
500108070,YouBike2.0_捷運港墘站(2號出口),內湖區,內湖路一段520號,25.07967,121.57584,47,16,29,1,2026-09-25 21:42:02
500108071,YouBike2.0_東湖國中,內湖區,康樂街125巷4號(對面),25.07334,121.61962,42,6,36,1,2026-09-25 21:42:02
500108072,YouBike2.0_石潭公園(安康路),內湖區,安康路28號西北側,25.06261,121.59334,41,9,32,1,2026-09-25 21:42:02
500108073,YouBike2.0_內湖垃圾焚化廠,內湖區,安康路290號西側,25.06209,121.60347,20,2,17,1,2026-09-25 21:42:02
500108074,YouBike2.0_康寧公園(北側),內湖區,康寧路三段60號南側,25.06927,121.61019,22,7,14,0,2026-09-25 21:42:02
500108075,YouBike2.0_康寧路三段54巷口,內湖區,康寧路三段54-5號西側,25.0716,121.60936,15,4,7,1,2026-09-25 21:42:02
500108076,YouBike2.0_行善路25巷口,內湖區,行善路39號(前),25.05707,121.57658,21,5,15,1,2026-09-25 21:42:02
500108077,YouBike2.0_新明路460巷口,內湖區,南京東路六段122號(斜前方),25.05503,121.57823,22,6,16,1,2026-09-25 21:42:02
500108078,YouBike2.0_下灣公園,內湖區,民權東路六段206巷/民權東路六段190巷75弄(西北側),25.06516,121.59561,30,12,17,1,2026-09-25 21:42:02
500108079,YouBike2.0_民權東路六段245巷口,內湖區,民權東路六段247號(前),25.06708,121.60059,17,5,12,1,2026-09-25 21:42:02
500108081,YouBike2.0_東湖國小,內湖區,東湖路與東湖路113巷口東側,25.06854,121.61532,31,2,28,1,2026-09-25 21:42:02
500108082,YouBike2.0_捷運內湖站(1號出口),內湖區,成功路四段182巷/成功路四段口(西側),25.08373,121.59406,28,19,8,1,2026-09-25 21:42:02
500108083,YouBike2.0_瑞光港墘路口,內湖區,港墘路185號前,25.07611,121.57487,30,8,22,1,2026-09-25 21:42:02
500108084,YouBike2.0_瑞湖陽光街口,內湖區,瑞湖街101號對側,25.07296,121.57603,34,4,29,1,2026-09-25 21:42:02
500108085,YouBike2.0_金龍公園,內湖區,金龍路112巷口(金龍公園側),25.08554,121.59076,15,4,11,1,2026-09-25 21:42:02
500108086,YouBike2.0_星雲街138巷1弄口,內湖區,星雲街138巷18號,25.07943,121.59544,21,8,11,1,2026-09-25 21:42:02
500108087,YouBike2.0_東湖一號公園,內湖區,康寧路三段189巷163弄13號東南側,25.07567,121.6118,18,4,13,1,2026-09-25 21:42:02
500108088,YouBike2.0_東湖二號公園,內湖區,康寧路三段99巷39弄70號東南側,25.07415,121.61075,25,8,17,1,2026-09-25 21:42:02
500108089,YouBike2.0_康湖二號公園(康寧醫院),內湖區,成功路五段420巷17號東側,25.07514,121.60857,25,9,16,1,2026-09-25 21:42:02
500108090,YouBike2.0_堤頂大道新湖一路口,內湖區,堤頂大道一段215號前,25.05892,121.57354,20,13,7,1,2026-09-25 21:42:02
500108091,YouBike2.0_下灣公園(成功路),內湖區,成功路二段189號北側,25.06682,121.5907,16,8,8,1,2026-09-25 21:42:02
500108092,YouBike2.0_舊宗行善路口,內湖區,行善路179號西側,25.05876,121.58062,22,1,21,1,2026-09-25 21:42:02
500108093,YouBike2.0_新湖二路250巷口,內湖區,新湖二路/新湖二路250巷(西南側),25.06455,121.58262,20,6,14,1,2026-09-25 21:42:02
500108094,YouBike2.0_成功路四段41巷口,內湖區,成功路四段41巷6號前側,25.08105,121.59205,15,5,8,1,2026-09-25 21:42:02
500108095,YouBike2.0_金湖星雲街口,內湖區,金湖路83號對側,25.08151,121.59764,30,6,23,1,2026-09-25 21:42:02
500108096,YouBike2.0_國防醫學院,內湖區,民權東路六段161號前側,25.06851,121.59559,25,2,23,1,2026-09-25 21:42:02
500108097,YouBike2.0_民權東路六段190巷117弄口,內湖區,民權東路六段190巷117弄15號對側,25.06434,121.59399,25,11,13,1,2026-09-25 21:42:02
500108098,YouBike2.0_內湖運動中心,內湖區,洲子街12號前,25.07848,121.57493,21,4,17,1,2026-09-25 21:42:02
500108099,YouBike2.0_九華公園,內湖區,文湖街21巷68弄25-6號北側,25.08844,121.56122,25,9,15,1,2026-09-25 21:42:02
500108100,YouBike2.0_內湖路二段179巷口,內湖區,內湖路二段179巷242號對側,25.08454,121.584,22,6,16,1,2026-09-25 21:42:02
500108102,YouBike2.0_行善行愛路口,內湖區,行善路243號(前),25.0606,121.58286,12,2,8,1,2026-09-25 21:42:02
500108103,YouBike2.0_民善新湖二路口(家樂福內湖店),內湖區,民善街88號(旁),25.06017,121.57552,23,5,18,1,2026-09-25 21:42:02
500108104,YouBike2.0_統振大樓,內湖區,安美街181號前,25.06007,121.60138,25,5,20,1,2026-09-25 21:42:02
500108105,YouBike2.0_陽光街161巷口,內湖區,陽光街161巷14號對側,25.07433,121.58584,16,2,13,1,2026-09-25 21:42:02
500108106,YouBike2.0_潭美公園(南京東路六段368巷),內湖區,南京東路六段366號對側,25.05928,121.58617,25,7,17,1,2026-09-25 21:42:02
500108107,YouBike2.0_西康二號公園,內湖區,文湖街60巷/環山路一段24巷(北側),25.08503,121.5637,21,8,12,1,2026-09-25 21:42:02
500108108,YouBike2.0_三民國中(民權東路六段47巷),內湖區,民權東路六段47巷6號對側,25.06935,121.58692,13,8,5,1,2026-09-25 21:42:02
500108109,YouBike2.0_瑞光路76巷口,內湖區,瑞光路102號前,25.07168,121.58125,12,4,7,1,2026-09-25 21:42:02
500108110,YouBike2.0_捷運東湖站,內湖區,安康路315巷/五分街14巷(西側),25.06664,121.61351,62,11,50,1,2026-09-25 21:42:02
500108111,YouBike2.0_新湖國小,內湖區,民權東路六段/成功路二段320巷31弄(東南側),25.06874,121.58923,23,12,11,1,2026-09-25 21:42:02
500108112,YouBike2.0_碧山內湖路口,內湖區,內湖路三段72巷15號西側,25.08627,121.5914,16,8,8,1,2026-09-25 21:42:02
500108115,YouBike2.0_民權東路六段413巷,內湖區,民權東路六段409號前,25.07038,121.60352,25,13,11,1,2026-09-25 21:42:02
500108116,YouBike2.0_宏匯瑞光廣場(瑞光路),內湖區,瑞光路353號前(瑞光路側人行道),25.07676,121.57433,16,6,10,1,2026-09-25 21:42:02
500108117,YouBike2.0_宏匯瑞光廣場(港墘路),內湖區,瑞光路355號前(港墘路側人行道),25.07777,121.57562,20,5,13,1,2026-09-25 21:42:02
500108118,YouBike2.0_康樂街151巷,內湖區,康樂街151巷/康樂街,25.07192,121.61955,24,1,22,1,2026-09-25 21:42:02
500108119,YouBike2.0_內湖路一段360巷,內湖區,內湖路一段358號,25.0812,121.57067,15,2,13,1,2026-09-25 21:42:02
500108120,YouBike2.0_成功路三段83號前,內湖區,成功路三段83號前,25.07823,121.5898,17,9,7,1,2026-09-25 21:42:02
500108121,YouBike2.0_內湖路一段47巷,內湖區,內湖路一段47巷/內湖路一段47巷22弄,25.08781,121.55872,22,3,18,1,2026-09-25 21:42:02
500108122,YouBike2.0_陽光舊宗路口,內湖區,陽光街/舊宗路二段,25.07243,121.57416,20,8,11,1,2026-09-25 21:42:02
500108123,YouBike2.0_安湖公園,內湖區,東湖路113巷95弄/康寧路三段75巷,25.07392,121.61545,15,3,11,1,2026-09-25 21:42:02
500108124,YouBike2.0_湖興公園,內湖區,成功路二段250巷23弄/成功路二段312巷,25.06671,121.58913,16,7,9,1,2026-09-25 21:42:02
500108125,YouBike2.0_安泰公園,內湖區,安泰街45巷11弄1號,25.07391,121.61869,15,6,8,1,2026-09-25 21:42:02
500108126,YouBike2.0_安泰街(康樂橋下),內湖區,安泰街(康樂橋下),25.07849,121.61666,21,7,14,1,2026-09-25 21:42:02
500108127,YouBike2.0_康樂綠地,內湖區,康樂街191巷/康樂街,25.07539,121.6203,20,0,18,1,2026-09-25 21:42:02
500108128,YouBike2.0_捷運港墘站(1號出口),內湖區,內湖路一段663號前,25.08004,121.57568,23,16,7,1,2026-09-25 21:42:02
500108129,YouBike2.0_明美公園(行善路333巷),內湖區,行善路333巷92號前,25.06058,121.5866,30,6,23,1,2026-09-25 21:42:02
500108131,YouBike2.0_舊宗新湖三路口,內湖區,舊宗路一段/新湖三路(南側),25.06321,121.57681,25,10,15,1,2026-09-25 21:42:02
500108132,YouBike2.0_內湖運動公園,內湖區,民權東路六段11巷/舊宗路二段,25.06745,121.57513,25,7,17,1,2026-09-25 21:42:02
500108133,YouBike2.0_內湖路三段326巷口,內湖區,內湖路三段326巷/內湖路三段,25.08968,121.58352,20,7,11,1,2026-09-25 21:42:02
500108134,YouBike2.0_成功公園,內湖區,成功路四段223巷/成功路四段223巷6弄,25.08416,121.59665,11,6,4,1,2026-09-25 21:42:02
500108135,YouBike2.0_康寧路三段189巷93弄口,內湖區,康寧路三段189巷/康寧路三段189巷93弄,25.0735,121.61258,25,8,15,1,2026-09-25 21:42:02
500108136,YouBike2.0_中國醫藥大學附設醫院臺北分院,內湖區,內湖路二段368號對側,25.08227,121.5909,16,4,12,1,2026-09-25 21:42:02
500108137,YouBike2.0_康樂抽水站,內湖區,東湖路160巷23號,25.06643,121.61732,25,11,13,1,2026-09-25 21:42:02
500108138,YouBike2.0_環山路三段16巷口,內湖區,環山路三段/環山路三段16巷口(東南側),25.08464,121.57945,21,3,18,1,2026-09-25 21:42:02
500108139,YouBike2.0_文德一號綠地,內湖區,內湖區文德路91號旁,25.0786,121.58302,15,0,15,1,2026-09-25 21:42:02
500108140,YouBike2.0_臺北花市,內湖區,新湖三路28號前人行道,25.06265,121.57427,33,2,30,1,2026-09-25 21:42:02
500108141,YouBike2.0_行善社會住宅,內湖區,行愛路與新湖一路口西南側,25.06126,121.58201,23,7,16,1,2026-09-25 21:42:02
500108142,YouBike2.0_康寧路三段99巷17弄口,內湖區,康寧路三段99巷19號對側,25.0721,121.60991,18,4,14,1,2026-09-25 21:42:02
500108143,YouBike2.0_堤頂大道二段407巷口,內湖區,堤頂大道二段405號前,25.08019,121.56316,15,3,12,1,2026-09-25 21:42:02
500108144,YouBike2.0_海德堡科技大樓,內湖區,堤頂大道二段473號前,25.08156,121.56227,12,1,11,1,2026-09-25 21:42:02
500108145,YouBike2.0_致伸科技大樓,內湖區,瑞光路669號旁,25.08067,121.5656,17,5,12,1,2026-09-25 21:42:02
500108146,YouBike2.0_內湖路一段288巷口,內湖區,內湖路一段290號前,25.08202,121.56861,20,5,14,1,2026-09-25 21:42:02
500108147,YouBike2.0_大都會客運內湖站,內湖區,民權東路六段11巷25號對側,25.06749,121.57784,25,13,12,1,2026-09-25 21:42:02
500108148,YouBike2.0_瑞湖公園,內湖區,民權東路六段15巷/民權東路六段19巷,25.06888,121.57711,15,5,10,1,2026-09-25 21:42:02
500108150,YouBike2.0_台灣世曦大樓,內湖區,陽光街323號,25.07345,121.57848,16,7,9,1,2026-09-25 21:42:02
500108151,YouBike2.0_遠雄時代總部,內湖區,瑞光路423號,25.07821,121.57103,14,1,13,1,2026-09-25 21:42:02
500108152,YouBike2.0_瑞光路358巷口,內湖區,瑞光路/瑞光路358巷,25.07733,121.5727,14,0,14,1,2026-09-25 21:42:02
500108153,YouBike2.0_大港墘公園(洲子街),內湖區,洲子街/瑞光路393巷,25.07897,121.5737,18,0,18,1,2026-09-25 21:42:02
500108154,YouBike2.0_世紀經貿,內湖區,內湖路一段396號,25.08049,121.57361,16,8,8,1,2026-09-25 21:42:02
500108156,YouBike2.0_民權東路六段56巷口,內湖區,民權東路六段56巷7號對側,25.06805,121.58488,25,4,21,1,2026-09-25 21:42:02
500108157,YouBike2.0_新湖三行忠路72巷口,內湖區,新湖三路/行忠路72巷,25.06605,121.58206,18,5,13,1,2026-09-25 21:42:02
500108158,YouBike2.0_新湖三新湖二146巷口,內湖區,新湖三路122、124號對側,25.06407,121.57787,25,20,5,1,2026-09-25 21:42:02
500108159,YouBike2.0_舊宗新湖二路口,內湖區,舊宗路一段/新湖二路(南側),25.06151,121.57811,25,17,7,1,2026-09-25 21:42:02
500108160,YouBike2.0_新光基湖大樓,內湖區,基湖路12號,25.08152,121.56489,19,4,15,1,2026-09-25 21:42:02
500108161,YouBike2.0_內湖路一段120巷15弄,內湖區,內湖路一段120巷15弄8號對側,25.08203,121.56298,32,2,30,1,2026-09-25 21:42:02
