sno,sna,sarea,ar,latitude,longitude,Quantity,available_rent_bikes,available_return_bikes,act,mday
500104082,YouBike2.0_通河街76巷/承德路四段10巷口,士林區,承德路四段10巷37號(旁),25.08019,121.5202,14,9,3,1,2026-09-25 21:42:02
500104083,YouBike2.0_芝山聖佑宮,士林區,雨聲街90號旁,25.10455,121.53025,25,7,18,1,2026-09-25 21:42:02
500104084,YouBike2.0_至誠雨聲街口,士林區,至誠路二段與雨聲街口東北側,25.10199,121.52927,9,2,7,1,2026-09-25 21:42:02
500104085,YouBike2.0_捷運線型公園(後街),士林區,後街15號旁,25.09812,121.52449,28,8,20,1,2026-09-25 21:42:02
500104086,YouBike2.0_天母公園,士林區,中山北路七段141巷30號對側,25.12408,121.53003,12,2,10,1,2026-09-25 21:42:02
500104087,YouBike2.0_基河文林路口,士林區,基河路3-1號對側人行道,25.08637,121.5247,50,35,11,1,2026-09-25 21:42:02
500104088,YouBike2.0_文林福華路口,士林區,文林路 / 福華路口(東側),25.10094,121.52243,38,16,22,1,2026-09-25 21:42:02
500104089,YouBike2.0_劍潭海外青年活動中心_1,士林區,通河街 / 通河街2巷(南側),25.0796,121.5237,39,6,33,1,2026-09-25 21:42:02
500104090,YouBike2.0_社子國小_1,士林區,延平北路六段/社中街(社子國小對面跨提便道橋下),25.09029,121.50189,50,31,18,1,2026-09-25 21:42:02
500104091,YouBike2.0_捷運劍潭站(1號出口),士林區,捷運劍潭站(1號出口)北側,25.08577,121.52531,70,27,42,1,2026-09-25 21:42:02
500104092,YouBike2.0_德行東山路口,士林區,德行東路/東山路(西北側),25.1107,121.53999,12,5,6,1,2026-09-25 21:42:02
500104094,YouBike2.0_重慶北通河西街口,士林區,重慶北路四段276號(前),25.08756,121.51177,12,7,4,1,2026-09-25 21:42:02
500104095,YouBike2.0_葫蘆國小(延平北路五段285巷),士林區,環河北路三段/延平北路五段285巷,25.08406,121.5067,25,8,17,1,2026-09-25 21:42:02
500104096,YouBike2.0_社子市場,士林區,延平北路六段67號旁,25.0881,121.50873,15,3,11,1,2026-09-25 21:42:02
500104097,YouBike2.0_士林區農會社子分部,士林區,社子街162號旁,25.08912,121.5049,8,3,5,1,2026-09-25 21:42:02
500104098,YouBike2.0_承德劍潭路口,士林區,承德路四段與劍潭路口西側,25.0841,121.52341,19,16,2,1,2026-09-25 21:42:02
500104099,YouBike2.0_文林路101巷口,士林區,文林路100號前,25.08761,121.52608,17,14,3,1,2026-09-25 21:42:02
500104100,YouBike2.0_延平北路五段257巷15弄口,士林區,葫蘆街184號對側,25.08408,121.50959,11,1,10,1,2026-09-25 21:42:02
500104101,YouBike2.0_延平北路五段257巷4弄口,士林區,延平北路五段257巷17號前,25.08471,121.5089,15,4,10,1,2026-09-25 21:42:02
500104102,YouBike2.0_啟明學校,士林區,忠誠路二段200號(新光三越天母店)對側,25.11742,121.53472,16,10,6,1,2026-09-25 21:42:02
500104103,YouBike2.0_中山福國路口,士林區,中山北路五段837號前,25.10203,121.52561,30,6,23,1,2026-09-25 21:42:02
500104104,YouBike2.0_德行公園,士林區,德行西路33號對側,25.10585,121.52376,27,0,27,1,2026-09-25 21:42:02
500104105,YouBike2.0_承德後港街口,士林區,承德路四段/後港街口,25.08238,121.52309,20,15,4,1,2026-09-25 21:42:02
500104106,YouBike2.0_中山北路五段698巷口,士林區,中山北路五段692號前,25.09765,121.52757,15,4,11,1,2026-09-25 21:42:02
500104107,YouBike2.0_捷運士林站(1號出口),士林區,中正路236巷/中正路口,25.09643,121.52519,60,44,14,1,2026-09-25 21:42:02
500104108,YouBike2.0_捷運芝山站(2號出口)_1,士林區,福華路/福華路162巷(東南側),25.10336,121.52263,62,2,60,1,2026-09-25 21:42:02
500104109,YouBike2.0_銘傳大學(中山北路五段280巷口),士林區,中山北路五段280巷口,25.08762,121.52711,23,6,17,1,2026-09-25 21:42:02
500104110,YouBike2.0_海光公園南側,士林區,葫蘆街79號對側公園,25.08036,121.5084,12,5,6,1,2026-09-25 21:42:02
500104111,YouBike2.0_士商路40巷口,士林區,士商路40巷2號旁,25.09013,121.52054,15,0,15,0,2026-09-25 21:42:02
500104112,YouBike2.0_劍潭郵局,士林區,基河路/承德路四段77巷口(捷運橋下),25.08182,121.52431,32,8,24,1,2026-09-25 21:42:02
500104113,YouBike2.0_士東路91巷口,士林區,士東路91巷3號旁,25.11247,121.52914,16,3,11,1,2026-09-25 21:42:02
500104114,YouBike2.0_美崙公園,士林區,美崙街118號斜對面人行道,25.09677,121.51931,22,1,21,1,2026-09-25 21:42:02
500104115,YouBike2.0_臺北市立大學(忠誠路二段207巷),士林區,忠誠路二段207巷/士東路299巷口,25.11642,121.53743,17,5,12,1,2026-09-25 21:42:02
500104116,YouBike2.0_天母東路8巷/忠誠路二段154巷口,士林區,天母東路8巷57號對側,25.11579,121.53113,25,5,14,1,2026-09-25 21:42:02
500104117,YouBike2.0_美崙公園(東北側),士林區,文林路587巷115號對側,25.09886,121.51835,25,6,19,1,2026-09-25 21:42:02
500104118,YouBike2.0_福安河濱公園,士林區,延平北路七段145巷45號斜對面,25.09646,121.49358,14,7,7,1,2026-09-25 21:42:02
500104119,YouBike2.0_忠誠忠義街口(北側),士林區,忠誠路一段125號前,25.10566,121.52922,13,10,3,1,2026-09-25 21:42:02
500104120,YouBike2.0_忠誠忠義街口(南側),士林區,忠誠路一段109號前,25.10519,121.52869,14,10,4,1,2026-09-25 21:42:02
500104121,YouBike2.0_士林國小,士林區,福德路與福德路48巷口,25.09204,121.52472,15,6,7,1,2026-09-25 21:42:02
500104122,YouBike2.0_雙溪濕地公園,士林區,承德路五段與承德路五段150巷口西南側,25.09762,121.51321,15,6,9,1,2026-09-25 21:42:02
500104123,YouBike2.0_劍潭海外青年活動中心(志清大樓),士林區,中山北路四段16號(志清大樓旁),25.07793,121.52357,30,17,13,1,2026-09-25 21:42:02
500104124,YouBike2.0_天和一號公園,士林區,天母東路69巷/天母東路,25.11836,121.53466,15,9,4,1,2026-09-25 21:42:02
500104125,YouBike2.0_忠誠路二段178巷口,士林區,忠誠路二段178巷13號對面,25.11633,121.53295,15,8,7,1,2026-09-25 21:42:02
500104126,YouBike2.0_克強磺溪街口,士林區,克強路與磺溪街口西南側,25.10893,121.52319,24,16,8,1,2026-09-25 21:42:02
500104128,YouBike2.0_蘭雅公園(西側),士林區,德行東路109巷75號東側,25.10985,121.52859,15,5,8,1,2026-09-25 21:42:02
500104129,YouBike2.0_福林路100巷77弄口,士林區,福林路100巷/福林路100巷77弄,25.09441,121.53285,18,5,13,1,2026-09-25 21:42:02
500104130,YouBike2.0_福林路100巷11弄口,士林區,福林路100巷11弄/福林路100巷77弄,25.09601,121.53262,15,1,14,1,2026-09-25 21:42:02
500104131,YouBike2.0_重慶北路四段190巷口(通河西街側),士林區,通河西街一段92號對側,25.0848,121.51253,16,5,11,1,2026-09-25 21:42:02
500104132,YouBike2.0_承德區民活動中心,士林區,承德路四段5-1號(前),25.07892,121.52157,25,17,8,1,2026-09-25 21:42:02
500104133,YouBike2.0_福林路255巷口,士林區,福林路255巷口,25.09854,121.53528,18,2,16,1,2026-09-25 21:42:02
500104134,YouBike2.0_中山北路五段378巷口,士林區,中山北路五段380號(前),25.09064,121.52765,27,7,20,1,2026-09-25 21:42:02
500104135,YouBike2.0_中山北路六段405巷,士林區,中山北路六段405巷60-3號(前),25.11576,121.52693,21,12,9,1,2026-09-25 21:42:02
500104136,YouBike2.0_圓山育樂中心,士林區,中山北路五段6號(前),25.08248,121.52548,22,8,14,1,2026-09-25 21:42:02
500104137,YouBike2.0_至善公園,士林區,至善路/福林路254巷(北側),25.09862,121.53749,25,7,18,1,2026-09-25 21:42:02
500104138,YouBike2.0_社子島抽水站,士林區,延平北路七段106巷353號前,25.10844,121.49552,15,8,7,1,2026-09-25 21:42:02
500104139,YouBike2.0_中山北路六段427巷口,士林區,中山北路六段423號(前),25.11383,121.52698,12,3,8,1,2026-09-25 21:42:02
500104140,YouBike2.0_士林分局,士林區,文林路235號(旁),25.09033,121.52687,24,12,12,1,2026-09-25 21:42:02
500104141,YouBike2.0_忠誠路二段98巷口,士林區,忠誠路二段96號(前),25.113,121.53128,24,2,21,1,2026-09-25 21:42:02
500104142,YouBike2.0_東吳大學,士林區,臨溪路70號,25.095,121.54521,22,9,13,1,2026-09-25 21:42:02
500104143,YouBike2.0_福志公園,士林區,雨農路100巷20號旁,25.10022,121.53438,22,5,17,1,2026-09-25 21:42:02
500104144,YouBike2.0_德行東路331巷口,士林區,德行東路331巷6號前,25.1106,121.53759,14,7,5,1,2026-09-25 21:42:02
500104145,YouBike2.0_天母北路87巷9弄,士林區,天母北路87巷9弄5號,25.12207,121.52731,20,5,15,1,2026-09-25 21:42:02
500104146,YouBike2.0_重慶北路四段108號(通河西街側),士林區,重慶北路四段108號,25.08294,121.51293,17,4,13,1,2026-09-25 21:42:02
500104147,YouBike2.0_臺灣戲曲中心(文林德行西路口),士林區,文林路/德行西路口(西南側),25.10288,121.5197,27,7,20,1,2026-09-25 21:42:02
500104148,YouBike2.0_中山北路六段252巷口,士林區,中山北路六段248號(前),25.10926,121.52544,10,4,6,1,2026-09-25 21:42:02
500104149,YouBike2.0_志成中正路口,士林區,志成街21號(對面),25.09655,121.53016,17,6,10,1,2026-09-25 21:42:02
500104150,YouBike2.0_承德中正路口,士林區,中正路525號(對面),25.09076,121.51708,18,11,7,1,2026-09-25 21:42:02
500104151,YouBike2.0_士商中正路口(西南側),士林區,士商路94號(旁),25.09149,121.51934,20,6,14,1,2026-09-25 21:42:02
500104152,YouBike2.0_天母公園平面停車場,士林區,中山北路七段191巷22弄2號(對面),25.12518,121.53063,20,5,15,1,2026-09-25 21:42:02
500104153,YouBike2.0_通河東街福港街262巷口,士林區,通河東街一段83號旁,25.08407,121.51617,20,0,20,0,2026-09-25 21:42:02
500104154,YouBike2.0_明安宮,士林區,延平北路七段106巷201號,25.10188,121.49616,15,6,9,1,2026-09-25 21:42:02
500104155,YouBike2.0_中山北路五段756巷口,士林區,中山北路五段752號(前),25.09952,121.52704,21,7,14,1,2026-09-25 21:42:02
500104156,YouBike2.0_社子派出所,士林區,延平北路六段200號,25.08953,121.50529,17,14,3,1,2026-09-25 21:42:02
500104157,YouBike2.0_通河西街二段102巷口,士林區,通河西街二段94號(對面),25.09264,121.50878,18,10,8,1,2026-09-25 21:42:02
500104158,YouBike2.0_社子公園(永平街80巷),士林區,社中街231巷12弄6號(斜對面),25.09128,121.50662,15,7,8,1,2026-09-25 21:42:02
500104159,YouBike2.0_忠義街71巷口,士林區,忠義街71巷/忠義街(南側),25.10586,121.53154,16,10,5,1,2026-09-25 21:42:02
500104160,YouBike2.0_承德路四段292巷口,士林區,承德路四段290號(旁),25.08953,121.51922,13,10,3,1,2026-09-25 21:42:02
500105001,YouBike2.0_台北花木批發市場,文山區,萬盛街/興隆路一段(西北側),25.00402,121.54074,40,38,2,1,2026-09-25 21:42:02
500105002,YouBike2.0_捷運萬隆站(4號出口),文山區,羅斯福路5段210號(前),25.0027,121.53861,22,4,18,1,2026-09-25 21:42:02
500105003,YouBike2.0_捷運萬隆站(1號出口),文山區,羅斯福路五段250號(前),25.00115,121.53916,34,3,31,1,2026-09-25 21:42:02
500105004,YouBike2.0_萬和二號公園,文山區,萬隆街255號(對面),25.00154,121.5364,35,26,9,1,2026-09-25 21:42:02
500105005,YouBike2.0_捷運萬隆站(2號出口),文山區,興隆路一段70巷/羅斯福路5段211巷26弄口,25.00144,121.53983,18,2,16,1,2026-09-25 21:42:02
500105006,YouBike2.0_景仁公園,文山區,羅斯福路六段142巷1號(旁),24.99621,121.54043,16,9,6,1,2026-09-25 21:42:02
500105007,YouBike2.0_捷運景美站(2號出口),文山區,景文街1號(對面),24.99366,121.54124,87,24,63,1,2026-09-25 21:42:02
500105008,YouBike2.0_羅斯福景隆街口,文山區,羅斯福路六段/景隆街口(東南側),24.99898,121.5403,50,3,46,1,2026-09-25 21:42:02
500105009,YouBike2.0_景福街/羅斯福路6段142巷口,文山區,景福街/羅斯福路6段142巷口,24.998336212959,121.53686287812,28,13,15,1,2026-09-25 21:42:02
500105010,YouBike2.0_興旺公園,文山區,福興路106巷28弄96號(對面),25.00587,121.55012,30,11,17,1,2026-09-25 21:42:02
500105011,YouBike2.0_興福國中,文山區,福興路95巷/福興路63巷4弄口,25.00465,121.54916,21,4,15,1,2026-09-25 21:42:02
500105012,YouBike2.0_興隆路2段203巷,文山區,興隆路2段203巷108號(對面),25.00346,121.54709,32,22,9,1,2026-09-25 21:42:02
500105013,YouBike2.0_景美運動公園,文山區,景豐街79號(旁公園),25.00219,121.54454,26,18,8,1,2026-09-25 21:42:02
500105014,YouBike2.0_景美醫院,文山區,羅斯福路六段280號(前),24.99136,121.54008,18,6,12,1,2026-09-25 21:42:02
500105015,YouBike2.0_師範大學公館校區,文山區,汀州路四段77號(旁),25.00792,121.53731,14,11,3,1,2026-09-25 21:42:02
500105016,YouBike2.0_景華街128巷口,文山區,景華街124號(旁汽車格),24.99543,121.54725,27,21,6,1,2026-09-25 21:42:02
500105017,YouBike2.0_仙跡岩登山口(景興路),文山區,景興街239號(前),24.99118,121.5436,22,9,13,1,2026-09-25 21:42:02
500105018,YouBike2.0_國立政治大學,文山區,指南路二段153號(對面),24.98737,121.57726,62,27,33,1,2026-09-25 21:42:02
500105019,YouBike2.0_捷運動物園站,文山區,新光路二段30號(對面),24.99873,121.57985,57,0,57,1,2026-09-25 21:42:16
500105020,YouBike2.0_捷運木柵站,文山區,木柵路四段82巷18號前(捷運橋樑下),24.99798,121.57455,46,3,41,1,2026-09-25 21:42:02
500105021,YouBike2.0_捷運萬芳社區站,文山區,萬芳路60號(西側廣場),24.99886,121.56769,48,5,43,1,2026-09-25 21:42:02
500105022,YouBike2.0_文山運動中心,文山區,興隆路三段/興隆路三段192巷8弄,24.99676,121.5596,36,8,28,1,2026-09-25 21:42:02
500105023,YouBike2.0_捷運辛亥站,文山區,辛亥路四段114號(旁人行道),25.00467,121.55684,42,1,40,1,2026-09-25 21:42:02
500105024,YouBike2.0_興豐公園,文山區,興隆路二段123巷/興隆路二段(西北側),24.99982,121.54761,36,17,19,1,2026-09-25 21:42:02
500105025,YouBike2.0_木柵光輝路口,文山區,光輝路18巷1號,24.98722,121.55495,26,6,19,1,2026-09-25 21:42:02
500105026,YouBike2.0_考試院,文山區,試院路(雙號)/木柵路一段(東北側),24.98747,121.54984,39,4,34,1,2026-09-25 21:42:02
500105027,YouBike2.0_和興路26巷口,文山區,和興路44巷 / 和興路26巷口,24.98573,121.54532,39,19,20,1,2026-09-25 21:42:02
500105028,YouBike2.0_世新大學,文山區,木柵路一段17巷1號(西側),24.98859,121.54336,44,18,26,1,2026-09-25 21:42:02
500105029,YouBike2.0_一壽橋,文山區,樟新街64號前方,24.97837,121.55548,28,25,3,1,2026-09-25 21:42:02
500105030,YouBike2.0_臺北市立景美女中,文山區,木新路三段/一壽街(西北側),24.98058,121.55624,25,19,6,1,2026-09-25 21:42:02
500105031,YouBike2.0_永安藝文館_表演36房,文山區,木新路二段156號前人行道(永安市場),24.98414,121.56907,29,6,22,1,2026-09-25 21:42:02
500105032,YouBike2.0_忠順區民活動中心,文山區,忠順街二段22號前方人行道(忠順區民活動中心),24.98471,121.56332,34,15,18,1,2026-09-25 21:42:02
500105033,YouBike2.0_景文中學,文山區,保儀路/木柵路三段102巷口(西南側),24.98574,121.56745,64,9,54,1,2026-09-25 21:42:02
500105034,YouBike2.0_老泉街籃球場,文山區,老泉街26巷老泉街口(籃球場前),24.97619,121.5583,20,1,19,1,2026-09-25 21:42:02
500105035,YouBike2.0_文山行政中心,文山區,木柵路三段220號(前),24.98959,121.56959,40,5,35,1,2026-09-25 21:42:02
500105036,YouBike2.0_木柵公園,文山區,興隆路四段50號(前),24.98718,121.56059,38,0,37,1,2026-09-25 21:42:02
500105037,YouBike2.0_興隆公共住宅D2區,文山區,興隆路四段105巷49號(旁),24.98814,121.56356,27,6,21,1,2026-09-25 21:42:02
500105038,YouBike2.0_木新路3段95巷口,文山區,木新路三段95巷30號(對面),24.98088,121.56313,24,20,2,1,2026-09-25 21:42:02
500105039,YouBike2.0_樟腳里公園,文山區,木新路二段299巷15號(旁),24.98181,121.56567,15,8,7,1,2026-09-25 21:42:02
500105040,YouBike2.0_實踐國中,文山區,忠順街一段2號(旁),24.98301,121.55404,13,9,2,1,2026-09-25 21:42:02
500105041,YouBike2.0_指南路3段2巷,文山區,指南路三段4號(旁),24.98537,121.57959,13,5,7,1,2026-09-25 21:42:02
500105042,YouBike2.0_萊茵公園,文山區,忠順街二段87巷25弄29號,24.98642,121.56514,21,7,14,1,2026-09-25 21:42:02
500105043,YouBike2.0_木柵社會住宅,文山區,久康街24巷46號對側,24.98935,121.56651,12,4,6,1,2026-09-25 21:42:02
500105044,YouBike2.0_秀明路一段185巷口,文山區,秀明路一段與秀明路一段185巷口,24.99151,121.56836,20,9,11,1,2026-09-25 21:42:02
500105045,YouBike2.0_秀明路一段129巷口,文山區,秀明路一段129巷與秀明路一段路口,24.99111,121.56703,22,2,20,0,2026-09-25 21:42:02
500105046,YouBike2.0_恆光橋(老泉街),文山區,老泉街/恆光街口,24.97989,121.56753,13,4,7,1,2026-09-25 21:42:02
500105047,YouBike2.0_萬有3號公園,文山區,景隆街105號(對面),24.99889,121.5433,14,6,7,1,2026-09-25 21:42:02
500105048,YouBike2.0_捷運萬芳醫院站(興隆路三段115巷),文山區,興隆路三段115巷2號,24.99939,121.55848,20,5,15,1,2026-09-25 21:42:02
500105049,YouBike2.0_興得閱覽室,文山區,興隆路三段304巷145號,24.99579,121.55498,24,11,13,1,2026-09-25 21:42:02
500105050,YouBike2.0_辛亥生態公園,文山區,辛亥路四段199號,25.00348,121.55642,23,16,7,1,2026-09-25 21:42:02
500105051,YouBike2.0_博嘉運動公園,文山區,木柵路四段159巷16號,25.00079,121.57534,12,0,12,1,2026-09-25 21:42:02
500105053,YouBike2.0_仙岩公園,文山區,仙岩路16巷37號旁,24.99797,121.54982,20,14,6,1,2026-09-25 21:42:02
500105054,YouBike2.0_政大一街口,文山區,政大一街19號對側,24.98543,121.58006,14,7,7,1,2026-09-25 21:42:02
500105055,YouBike2.0_文山第二行政中心,文山區,興隆路二段160-1號前,25.00115,121.55142,38,5,33,1,2026-09-25 21:42:02
500105056,YouBike2.0_移民署訓練中心,文山區,興隆路三段306號,24.99271,121.55865,13,13,0,1,2026-09-25 21:42:02
500105057,YouBike2.0_海巡署(南側),文山區,興隆路三段211號對側(公車亭後),24.99472,121.55949,10,1,9,1,2026-09-25 21:42:02
500105058,YouBike2.0_明道國小東南側,文山區,興隆路四段109巷116號對側,24.98695,121.56456,28,1,27,1,2026-09-25 21:42:02
500105059,YouBike2.0_木南公園,文山區,木新路二段永安街22巷口,24.98662,121.57071,17,4,13,1,2026-09-25 21:42:02
500105060,YouBike2.0_實踐國中(木新路三段310巷口),文山區,忠順街一段木新路三段310巷口,24.98339,121.55645,17,5,12,1,2026-09-25 21:42:02
500105061,YouBike2.0_師範大學公館校區_1,文山區,師大公館校區校門口(汀州路側),25.00753,121.53719,34,12,21,1,2026-09-25 21:42:02
500105062,YouBike2.0_捷運動物園站(2號出口),文山區,新光路二段28號前,24.99766,121.57875,39,0,0,0,2026-09-25 21:42:02
500105063,YouBike2.0_政大水岸電梯,文山區,政治大學水岸電梯旁,24.982,121.5717,10,3,7,1,2026-09-25 21:42:02
500105064,YouBike2.0_敦南山林,文山區,木柵路四段159巷16弄(社區出入口對側),25.00264,121.5768,14,4,10,1,2026-09-25 21:42:02
500105066,YouBike2.0_景美污水抽水站,文山區,汀州路四段10號北側人行道,25.01076,121.53637,15,0,15,1,2026-09-25 21:42:02
500105067,YouBike2.0_萬和三號公園(北側),文山區,溪洲街107巷(公園北側),25.00345,121.53636,35,15,20,1,2026-09-25 21:42:02
500105068,YouBike2.0_景興國中,文山區,三福街4巷與景興路46巷口,24.99609,121.54284,10,6,4,1,2026-09-25 21:42:02
500105069,YouBike2.0_景仁公園_1,文山區,景仁街 / 羅斯福路六段142巷口(北側),24.9966,121.5403,30,5,25,1,2026-09-25 21:42:02
500105070,YouBike2.0_師大公館校區學二舍,文山區,臺灣師範大學學二舍西側人行道,25.00825,121.53419,84,28,56,1,2026-09-25 21:42:02
500105071,YouBike2.0_景行公園,文山區,景中街與景中街30巷口,24.99279,121.54255,15,0,15,1,2026-09-25 21:42:02
500105072,YouBike2.0_萬興國小,文山區,秀明路二段114號公車亭旁,24.98939,121.57682,25,7,18,1,2026-09-25 21:42:02
500105073,YouBike2.0_辛亥路四段77巷口,文山區,辛亥路四段77巷口,25.00743,121.55877,23,17,6,1,2026-09-25 21:42:02
500105074,YouBike2.0_景興路42巷口,文山區,景興路42巷與景興路口西南側,24.99696,121.54454,12,8,4,1,2026-09-25 21:42:02
500105075,YouBike2.0_木柵路三段48巷,文山區,木柵路三段48巷1弄口,24.98768,121.56565,15,4,11,1,2026-09-25 21:42:02
500105076,YouBike2.0_木柵路二段109巷,文山區,木柵路二段109巷14號旁,24.98944,121.56195,15,3,11,1,2026-09-25 21:42:02
500105077,YouBike2.0_試院公園,文山區,木柵路一段59巷29號對側,24.98808,121.54723,15,13,2,1,2026-09-25 21:42:02
500105079,YouBike2.0_樟樹公園,文山區,忠順街一段26巷30弄1號對側,24.9825,121.55949,15,7,8,1,2026-09-25 21:42:02
500105080,YouBike2.0_萬美萬安街口,文山區,萬美街一段/萬安街口,25.00223,121.57039,25,6,18,1,2026-09-25 21:42:02
500105081,YouBike2.0_興隆路二段203巷(敦南),文山區,興隆路二段203巷16號,25.00198,121.54856,27,19,8,1,2026-09-25 21:42:02
500105082,YouBike2.0_新光秀明路口,文山區,新光路一段145號前,24.99197,121.57371,15,11,2,1,2026-09-25 21:42:02
500105083,YouBike2.0_光輝路134巷口,文山區,光輝路140號對側,24.98532,121.55831,15,6,9,1,2026-09-25 21:42:02
500105084,YouBike2.0_光輝公園,文山區,光輝路7號後側,24.98655,121.5552,27,9,14,1,2026-09-25 21:42:02
500105085,YouBike2.0_木新公園,文山區,木新路三段278巷11號斜對面,24.98217,121.55782,12,0,11,1,2026-09-25 21:42:02
500105086,YouBike2.0_興隆路二段275巷1弄口,文山區,興隆路二段275巷1弄2號前,25.00268,121.55277,16,3,13,1,2026-09-25 21:42:02
500105087,YouBike2.0_中國科技大學,文山區,興隆路三段56號,24.99925,121.55553,21,19,1,1,2026-09-25 21:42:02
500105088,YouBike2.0_樟新街8巷,文山區,樟新街8巷9號對側,24.97932,121.55406,17,14,3,1,2026-09-25 21:42:02
500105089,YouBike2.0_仙岩路22巷口,文山區,仙岩路26號旁,24.99892,121.54887,28,15,10,1,2026-09-25 21:42:02
500105090,YouBike2.0_木柵萬芳路口,文山區,木柵路四段75號對側自行車道旁,24.99509,121.57199,29,4,23,1,2026-09-25 21:42:02
500105091,YouBike2.0_福興路78巷,文山區,福興路78巷/福興路78巷10弄,25.00437,121.55048,14,5,8,1,2026-09-25 21:42:02
500105092,YouBike2.0_辛亥木柵路口,文山區,辛亥路六段100巷對側,24.98839,121.55238,20,19,1,1,2026-09-25 21:42:02
500105093,YouBike2.0_興泰公園,文山區,辛亥路四段166巷24號對側,25.00492,121.55582,12,5,6,1,2026-09-25 21:42:02
500105094,YouBike2.0_興岩社會福利綜合大樓,文山區,興隆路二段88號前,25.00061,121.54941,18,9,9,1,2026-09-25 21:42:02
500105095,YouBike2.0_興隆路二段22巷9弄口,文山區,興隆路二段22巷9弄與景興街23巷6弄口,24.99746,121.54543,13,2,11,1,2026-09-25 21:42:02
500105096,YouBike2.0_木新路三段155巷口,文山區,木新路三段156號(前),24.98184,121.56125,15,8,7,1,2026-09-25 21:42:02
500105097,YouBike2.0_景興路102巷口,文山區,景華街52巷/景興路102巷,24.99438,121.54376,14,9,4,1,2026-09-25 21:42:02
500105098,YouBike2.0_景福街223巷,文山區,溪口街85巷19弄14號,24.99442,121.53844,17,12,2,1,2026-09-25 21:42:02
500105100,YouBike2.0_達賢圖書館,文山區,政大達賢圖書館西側人行道,24.9884,121.57786,27,5,22,1,2026-09-25 21:42:02
500105101,YouBike2.0_捷運木柵站(西側),文山區,捷運木柵站出入口(西側),24.9983,121.57279,26,3,23,1,2026-09-25 21:42:02
500105102,YouBike2.0_世新大學(試院路),文山區,試院路102-1號對側,24.98981,121.54783,16,9,7,1,2026-09-25 21:42:02
500105103,YouBike2.0_興隆社會住宅D1區,文山區,木柵路二段2巷52號旁,24.98783,121.55831,31,9,22,1,2026-09-25 21:42:02
500105104,YouBike2.0_名門社區,文山區,和平東路四段77號對側,25.00516,121.56757,18,4,14,1,2026-09-25 21:42:02
500105106,YouBike2.0_政大國際會館,文山區,秀明路二段112巷19號,24.98994,121.57513,20,9,11,1,2026-09-25 21:42:02
500105107,YouBike2.0_萬芳出租國宅,文山區,萬寧街36巷口,25.00335,121.5655,36,8,28,1,2026-09-25 21:42:02
500105108,YouBike2.0_景美國小,文山區,景文街108號旁,24.9893,121.53976,25,11,14,1,2026-09-25 21:42:02
500105109,YouBike2.0_景文街142巷口,文山區,景文街與景文街142巷口(景美橋旁),24.98826,121.54065,16,14,0,1,2026-09-25 21:42:16
500105110,YouBike2.0_保儀路142巷,文山區,保儀路142巷2號前,24.98327,121.56515,22,15,7,1,2026-09-25 21:42:02
500105111,YouBike2.0_和興水岸社會住宅,文山區,和興路88-1號(對面),24.98505,121.54953,29,15,14,1,2026-09-25 21:42:02
500105112,YouBike2.0_萬芳路107巷口,文山區,萬芳路111-113號(旁),24.99715,121.56179,20,3,17,1,2026-09-25 21:42:02
500105113,YouBike2.0_考選部國家考場,文山區,木柵路一段70巷口,24.98703,121.54884,26,8,18,1,2026-09-25 21:42:02
500105114,YouBike2.0_明道國小(明道國宅),文山區,興隆路四段109巷40號北側,24.98686,121.56301,26,2,24,1,2026-09-25 21:42:02
500105115,YouBike2.0_興隆社會住宅A區,文山區,興隆路四段42巷1號(旁),24.988,121.56018,49,0,49,1,2026-09-25 21:42:02
500105116,YouBike2.0_景興路177巷,文山區,景興路177巷5號(對面),24.99275,121.54479,11,2,9,1,2026-09-25 21:42:02
500105117,YouBike2.0_捷運景美站(1號出口),文山區,景中街2號(羅斯福路側),24.99274,121.5409,21,5,16,1,2026-09-25 21:42:02
500105118,YouBike2.0_秀明路二段92巷口,文山區,秀明路二段86號前方,24.99155,121.57635,27,10,16,1,2026-09-25 21:42:02
500105119,YouBike2.0_樟新社會住宅,文山區,樟新街65號西側,24.97735,121.55603,20,7,11,1,2026-09-25 21:42:02
500105120,YouBike2.0_忠順路二段57巷口,文山區,忠順路二段58號旁,24.98484,121.56456,18,7,10,1,2026-09-25 21:42:02
500105121,YouBike2.0_景豐公園,文山區,興隆路一段251巷3弄1號對側,24.99984,121.54489,18,4,11,1,2026-09-25 21:42:02
500105122,YouBike2.0_樟新區民活動中心,文山區,樟新街15巷/一壽街口,24.97942,121.55656,20,3,17,1,2026-09-25 21:42:02
500105123,YouBike2.0_貓空纜車動物園站,文山區,新光路二段8號(對側),24.99645,121.57603,48,0,48,1,2026-09-25 21:42:02
500105124,YouBike2.0_保儀公園(興隆路四段195巷),文山區,木新路三段74巷11號北側,24.98326,121.56307,11,7,4,1,2026-09-25 21:42:02
500105125,YouBike2.0_景新大樓,文山區,景後街151號(旁),24.99005,121.54236,16,7,9,1,2026-09-25 21:42:02
500105126,YouBike2.0_文山溪洲福德宮,文山區,溪洲街43號,25.00622,121.53421,27,0,27,1,2026-09-25 21:42:02
500105128,YouBike2.0_萬有二號公園(景明街29巷),文山區,萬有二號公園(景明街29巷),25.00045,121.54176,20,11,9,1,2026-09-25 21:42:02
